YNL311C	33.9200570013	659.067652525	901.053787287	281.56127844	725.433976996	557.989345181
YLR293C	251.449562837	227.748287893	943.010822729	650.502914726	120.464070448	899.294850777
YDR142C	399.843305336	574.662288917	509.178244126	985.577358992	391.841013386	46.8646027309
YDR354W	286.601629719	220.988973556	383.472623185	937.74536199	996.155207266	148.326218915
YJL030W	540.58312815	616.311236685	477.917367949	813.81127028	748.132540256	406.472878482
YKR026C	337.476531316	210.93546357	742.383749928	596.591595348	544.909702849	995.785578932
YML007W	555.666089156	727.344143022	253.442165361	813.973526136	60.5966572947	69.4756049842
YGR085C	740.567779745	188.067588318	554.75444383	851.013188217	924.906129469	29.2305296834
YLR109W	643.501377095	456.622612923	804.315321406	501.4419178	981.782977795	168.455252125
YLR081W	379.178850543	276.948602671	860.231746429	843.869904484	7.1040950482	243.9584549
YDR009W	118.897755553	399.160467685	723.98956608	38.0387162459	800.25978957	293.618776038
YBR043C	348.294068505	318.186135019	904.509187235	409.285123466	255.844007399	973.822236814
YNL154C	785.162162948	180.06100318	712.31882317	575.506762452	296.227329286	605.854734006
YPL211W	698.810563786	432.855395785	355.090012935	481.940115619	386.130323679	502.003089066
YNL167C	576.43992577	159.411803579	981.137401733	112.331664794	147.098426456	101.018168103
YPR041W	746.366278378	821.345161687	144.396240742	160.401995403	251.715301527	394.452228544
YBL069W	326.06318786	718.422095066	764.352082757	579.253417545	353.578803378	127.177029351
YKL012W	78.7259902007	926.0460347	804.497936424	388.523610521	583.02425485	564.9321506
YIL113W	976.764904855	450.264857979	11.767637168	154.731517566	555.461612323	300.070322762
YMR108W	762.319756692	418.63327155	551.544095747	39.4570193594	315.3292841	463.768474796
YPR110C	579.620005012	926.444153064	208.904880343	974.858069583	893.041701766	558.016549291
YOR303W	682.210762347	693.863928664	243.820044509	80.9623667079	290.145909969	987.55135372
YBR160W	414.252460727	70.3850654028	916.488074152	630.520251608	32.8822326322	188.64572177
YER062C	559.321044266	668.357232594	471.674553304	79.2020477489	259.340919056	274.206322949
YJL089W	476.467056794	892.284798107	85.5964061093	195.394157323	368.310263179	6.1159321971
YNR007C	866.345620614	234.838480022	357.978336722	296.207139261	533.380069311	16.9885763364
YDR244W	435.829814585	882.711761055	820.331165355	831.643873041	859.937977023	590.156572399
YHR198C	61.1706481288	348.520694646	513.798904062	591.717900477	451.140524354	609.152615342
YLR197W	874.06175029	466.189893554	499.849928278	544.552139661	746.178787054	447.295141154
YDR461W	493.056990414	97.3598681648	72.7281504751	960.913270433	848.021818939	617.960522803
YPR145W	819.104873351	912.624443698	198.134928138	978.108406392	512.009746352	636.30886391
YDR412W	431.873803591	701.077074391	417.376513957	799.233928954	373.690320527	506.623678769
YLL021W	954.573969576	913.877006179	410.256728673	539.457624889	102.175317236	936.606132156
YLR340W	178.686731074	296.002231866	695.558292874	666.646329651	640.183379169	523.127496249
YML074C	604.092923961	155.570255883	77.5089526887	436.212304248	435.527649959	604.027350388
YNL113W	484.33105181	725.33223716	423.692813319	390.789235487	957.077730321	526.602615844
YGR108W	832.031072032	517.81838309	198.209789994	303.09033441	727.090378127	120.956493453
YBR248C	207.663928997	350.138284385	255.796408378	909.431279009	362.186332268	509.550533128
YBR018C	380.834181945	138.989572665	308.818153836	443.198005652	175.993978472	371.832025308
YOR039W	126.788659604	596.947471085	729.801347925	420.636675393	772.836058939	129.94581682
YPR048W	180.69331749	867.088758263	115.139531827	459.072384637	317.855433368	698.761738529
YLR229C	4.82960652101	816.962147505	368.27575217	156.210173615	70.6486007235	863.594735328
YAL040C	854.8723811	959.404174469	211.726910706	952.717873855	701.957244658	348.518454274
YDR070C	8.35859972243	225.579318892	928.261932253	970.720766902	27.6410124907	84.0597499493
YGR009C	46.1084756394	761.829282562	482.473886881	47.4384740575	518.098317538	389.424742102
YGL208W	321.371082606	529.83998623	454.502602848	245.108443552	264.607064056	597.062450237
YDR171W	502.748868336	222.662804026	954.832287584	805.665148638	816.244284389	144.859074073
YOR355W	919.974274091	952.896404849	793.639749368	639.118912375	107.96306264	90.1262795842
YLR075W	150.52106808	793.414680135	727.11324912	579.509931565	926.538689169	170.926291053
YPR102C	5.32833041008	32.2904911891	344.832828504	115.618424072	338.773056388	632.710256539
YPL111W	84.2635996068	564.888223468	425.343575852	215.801946852	203.192027648	223.53332486
YDL081C	983.745312849	214.075096789	978.619731607	321.423509783	547.765689449	348.822429457
YOR326W	819.935421023	402.665631021	973.731360616	468.692440034	73.859986311	661.266969672
YMR138W	439.922086457	141.355119594	492.000135273	989.679932658	366.786372651	296.914447381
YGL013C	852.534074069	137.251263835	423.326423087	313.838160925	492.631881867	541.465796166
YOL123W	787.651295651	391.317577001	291.327284198	225.949865354	865.925566436	716.253355455
YHR055C	276.171262858	57.6394650777	214.054058619	715.223106925	696.612158008	333.920602991
YCR084C	345.257109704	225.433542159	750.619607256	763.179919797	919.270981631	567.102037585
YGL202W	283.244667031	756.146191109	665.456216252	423.31560543	414.167695554	774.76116855
YGL161C	122.089656815	903.859284896	521.218235036	973.603770696	418.413393481	585.294019016
YJL219W	510.871920175	613.665334602	472.484318097	612.087089361	728.698558752	625.296802176
YLR362W	37.5958259939	920.657736963	649.116919854	517.357813625	625.368974603	518.332675308
YFR014C	114.474455273	298.235187935	183.509899827	363.730843363	170.35874994	567.564683998
YDL113C	763.150476295	193.289664358	942.228674417	33.1804130596	414.513067054	801.596746303
YDL130W	487.868586136	374.842428511	489.597462267	245.646926915	664.248871583	636.102612185
YOR202W	158.307625934	279.3630572	68.6955325828	698.894118667	152.243687073	998.642769323
YLR310C	928.843952376	343.939797609	175.591447274	859.642594389	472.706870121	399.875646955
YGR014W	266.421720611	284.34782433	698.699443367	70.7939678101	722.636247033	194.980040695
YER179W	466.767697772	426.254617595	478.240158467	776.187320122	349.986194155	586.542461175
YKR099W	506.788368251	61.1197728885	548.847226863	703.355423804	384.383451601	267.856580842
YBL050W	173.427469267	685.376643513	845.388294066	287.166650646	902.749305653	979.485484642
YPR062W	862.48092596	506.015962388	907.524443663	980.267034213	273.731404062	816.317896361
YAL038W	670.159439443	183.802943732	363.353573747	367.484347263	238.626457213	348.054243516
YIL105C	998.347955848	316.93009293	687.657264839	37.7105683915	53.0456970498	245.331598934
YGL166W	804.610394151	372.80391309	319.110101871	697.089738101	961.103685171	771.103801093
YLR432W	545.276974198	912.413889495	256.471391532	152.317144359	222.198256828	873.538832101
YJL013C	347.204038861	33.8441735563	949.906920142	655.893148987	868.745924923	990.504577295
YGL097W	277.412489592	626.545091999	335.353578189	429.761650364	199.946060745	356.253696909
YML123C	785.567504126	116.083531418	513.114912021	198.164277432	588.420015908	52.7032203625
YIL074C	35.008667533	183.809585041	285.631729182	695.923081348	154.326588601	657.613572724
YCL040W	355.476266495	8.24327787054	230.349877548	799.795965785	827.279097754	66.8741092646
YOR204W	848.310814056	744.927485248	164.627752445	451.503373695	119.715856665	414.485593563
YOL058W	549.798298613	521.642049228	17.7777396659	369.712300517	816.127297	91.0278385293
YER111C	173.885078109	808.133483011	439.57502604	143.148599808	739.429952517	683.968737683
YOL016C	464.804257737	43.022902131	310.593369153	355.697189249	654.189190752	151.961110144
YCR012W	725.589288042	979.534528064	222.311380702	809.039784935	448.759091793	562.65015665
YOL156W	231.248660704	737.155463849	347.108890376	626.901937847	734.401065425	495.761326786
YMR311C	888.605106031	649.555034535	182.920327901	873.815791586	893.347558562	742.130313672
YDR299W	913.449945363	734.839276858	845.505482963	756.969153203	672.424200474	631.983767709
YEL015W	969.36659303	19.9197756026	953.54116432	593.273985435	743.573794332	788.873839671
YGR254W	580.547775274	124.03721646	77.5900571584	161.959521627	847.662338167	470.568913669
YDL063C	190.531646321	923.919796819	541.058014383	126.136355074	175.105532624	666.634926116
YOR315W	438.149201462	865.042949355	421.459674039	93.8929100159	382.954437399	613.113485845
YKL161C	396.602942561	790.943760028	955.315553978	835.610131189	168.001515051	785.100070047
YBR020W	712.630597305	76.1208990588	48.4877992672	883.402220171	810.484559671	847.046309208
YMR005W	484.383868276	89.5550549795	686.667811892	177.613201377	622.767333524	496.273617093
YDL023C	945.896231258	854.255169442	886.563525683	742.834287214	519.812457307	981.164990134
YFL026W	656.281838828	811.361198044	547.252717809	518.258657219	256.661279736	226.53319295
YBL026W	567.551923115	109.844600075	838.825657862	598.278519737	790.273007251	523.331636576
YNL036W	687.815093381	154.686392425	642.902978559	329.093820663	631.077910646	796.44274568
YER081W	744.00908821	328.491671552	306.051835282	284.09312895	205.679937743	470.007596186
YGL106W	448.879118547	222.692515597	130.418832332	240.906613283	816.316719491	512.657234785
YHR071W	420.390710385	164.56369311	56.5130510665	817.684496175	512.166732884	619.534869042
YLR214W	994.923796611	959.486518685	886.104050379	240.003995921	845.803575048	792.488335677
YHR084W	59.3387653033	361.465654389	800.735981047	173.615403344	117.88256389	785.35414073
YLR175W	212.485635278	23.935226745	329.613574654	44.776803699	458.32714065	952.650969155
YOL120C	947.829529246	11.6472509344	684.936856685	222.745481649	603.823799191	650.227325452
YMR186W	623.346043966	575.872357308	943.814621414	832.002026835	859.748365993	761.591246175
YBR050C	486.195463512	222.000765644	173.018932454	875.551317314	605.083124338	142.509621649
YNL189W	563.266740466	259.1176634	416.766953396	106.949509855	651.505370503	886.483602213
YER112W	697.293586201	616.416269381	316.136111743	865.64075791	708.559438595	493.774319585
YLR319C	437.901571924	766.308659668	742.264824212	928.866807221	186.545718751	419.520093137
YGR046W	458.768822793	30.2094519797	843.597003019	620.187767515	665.746713075	46.0777614457
YCL067C	940.073529576	345.119582658	736.043774737	380.287195867	880.962163401	655.078114377
YIL143C	225.979829551	866.738600736	619.116375777	884.541936775	186.483520421	785.07370461
YOL051W	284.504012671	832.228917465	454.821000109	633.356311904	217.734007887	421.811000856
YIL061C	33.3060253481	477.409271994	358.56978422	257.342173679	401.443198525	50.0235013011
YJL203W	605.460989387	534.593105958	360.494950485	687.829097669	349.4474228	146.469938008
YMR043W	831.234035171	112.530113765	129.981244114	129.19939439	809.170129075	616.98593139
YOL059W	330.586960751	874.850355573	587.135783244	512.466758212	90.1834686209	758.970471688
YFR037C	832.33122238	250.040834377	582.346263512	723.491109811	246.1301968	289.695111761
YNR050C	488.124166667	604.968655873	554.318177425	524.225183507	794.705849924	101.351666715
YHR115C	62.3274340372	656.222945085	722.43529085	257.158360592	716.966080562	453.420491913
YHR053C	205.620841409	345.333717089	868.122712075	928.531874203	817.252000955	534.59614867
YJR022W	206.415089388	504.668360244	450.782951042	979.384531917	145.373801006	64.1441094457
YCL030C	665.175001271	280.101283614	363.756396773	504.179447498	671.903209918	555.2841771
YDL215C	328.680458138	948.663821575	62.9110224515	33.7713343501	482.163744317	936.166180709
YGL122C	133.531974965	685.427386165	649.084365265	510.751461274	557.52891844	716.509411835
YBR072W	260.380723348	120.33619142	83.8388581339	865.887193665	729.781268689	360.158672513
YJL190C	696.416203388	763.959554239	333.648031259	900.141930018	19.3396455945	241.775329924
YHR141C	27.3064999891	11.6060866699	93.860029242	869.594673814	820.529556635	815.461899828
YBR135W	348.04994226	117.015075489	990.64937891	603.300401563	924.107297877	723.922910963
YNL135C	436.495846629	333.06036593	112.235668935	522.843157572	514.028696256	690.044710743
YAL030W	248.389490535	163.242598734	689.859874535	310.603270418	401.736049584	668.32562152
YPR035W	432.64298489	743.639807843	505.583632883	958.79984875	843.432475018	108.237149122
YLR153C	426.930791693	488.402062204	103.776669482	704.577191802	615.705761669	494.854218927
YDR032C	584.354723103	641.248745719	292.523655691	664.780755464	169.749408902	620.885970696
YBR118W	106.169842466	374.801291551	837.150602693	67.3321609578	346.194803243	141.807221043
YGR136W	741.633833827	838.423443932	330.924722487	906.154187364	153.412586449	31.3176448936
YNL145W	372.333313655	899.277819746	443.442355467	999.488110578	998.650495972	68.9820381216
YGL134W	54.2293924388	922.004271468	734.094222123	942.484611117	688.172565277	69.7781961313
YPR010C	377.684856849	578.458338874	587.311880695	163.320747579	961.893645376	31.81607884
YFL017C	891.660114853	4.88319733579	532.916529591	401.582921664	500.327102089	762.025016329
YPR113W	722.451091686	377.914533993	259.068224564	207.372418583	610.563873479	168.002553847
YLR452C	125.468876468	166.291607175	223.132415346	16.3526363964	825.687639918	11.8951965928
YER143W	725.941568486	563.450353729	887.237715304	123.826247042	726.28030059	881.871950791
YOR362C	888.546666165	41.904815158	415.616319716	163.898501319	456.003880834	212.770965066
YDR103W	974.08808133	47.1165291361	712.5688573	572.777430394	267.342893378	47.3033799123
